State,ConstituentCode,AgeBlock,Gender,Marital status,activeDoner
WI,Parent ,0-0,Unknown,,0
MN,Alumni ,51-60,Female,,0
WI,Alumni ,51-60,Male,,0
MN,Alumni ,61-70,Male,Married,0
MN,Former Parent ,0-0,Male,Married,0
WI,Alumni ,51-60,Female,Divorced,0
WI,Alumni ,0-0,Male,Single,0
WI,Alumni ,41-50,Female,Single,0
,Attended Didn't Graduate ,0-0,Female,,0
,Alumni ,0-0,Female,,0
WI,Alumni ,0-0,Male,,0
MN,Alumni ,31-40,Female,Single,1
,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,Over 80,Female,Married,0
MI,Alumni ,0-0,Female,,0
WI,Alumni ,31-40,Male,,0
,Alumni ,51-60,Female,Married,1
,Students ,21-30,Female,,0
WI,Alumni ,51-60,Male,,0
WI,Alumni ,0-0,Male,Married,0
WI,Alumni ,51-60,Male,Married,1
,Alumni ,0-0,Unknown,,0
WI,Alumni ,51-60,Male,,0
,Alumni ,0-0,Unknown,,0
WI,Parent ,0-0,Male,Married,0
WI,Alumni ,21-30,Female,,0
MN,Friend ,0-0,Male,Married,1
WI,Attended Didn't Graduate ,0-0,Male,,0
,Faculty/Staff ,0-0,Unknown,,0
WI,Attended Didn't Graduate ,71-80,Female,,0
,Business ,0-0,,,0
,Students ,0-20,Male,,0
NY,Friend ,0-0,Female,,0
MN,Parent ,0-0,Male,Married,1
MN,Alumni ,0-0,Female,,0
MN,Friend ,0-0,Female,,0
,Alumni ,0-0,Male,,0
PA,Friend ,0-0,Male,,1
WI,Friend ,0-0,Male,,0
WI,Parent ,0-0,Unknown,Married,0
WI,Alumni ,21-30,Male,,0
FL,Alumni ,51-60,Male,Married,0
AZ,Alumni ,71-80,Female,Married,0
MN,Friend ,0-0,Unknown,,0
,Students ,21-30,Female,,0
WI,Alumni ,0-0,Male,Married,0
MN,Alumni ,31-40,Male,Single,0
NY,Alumni ,41-50,Female,,1
,Students ,21-30,Unknown,,0
,Attended Didn't Graduate ,0-0,Male,,0
NJ,Alumni ,41-50,Female,Single,0
WI,Alumni ,51-60,Female,Married,0
,Attended Didn't Graduate ,0-0,Female,,0
WI,Former Parent ,0-0,Male,Married,0
OK,Friend ,0-0,Male,Married,0
WI,Friend ,0-0,Female,,1
WI,Former Parent ,0-0,Female,Married,0
MN,Parent ,0-0,Male,Married,0
MN,Alumni ,21-30,Unknown,,0
MN,Friend ,0-0,Male,Married,1
MN,Alumni ,Over 80,Female,Widowed,1
WI,Parent ,0-0,Female,,0
MN,Alumni ,61-70,Female,Married,1
,Attended Didn't Graduate ,21-30,Male,,0
WI,Alumni ,0-0,Male,,1
,Students ,0-0,Unknown,,0
CA,Alumni ,0-0,Female,,1
WI,Former Faculty & Staff ,0-0,Female,Married,1
WI,Alumni ,21-30,Female,,0
WI,Attended Didn't Graduate ,0-0,Male,,0
TX,Alumni ,51-60,Male,,1
WI,Friend ,0-0,Female,Widowed,1
TX,Alumni ,0-0,Male,,0
WI,Friend ,0-0,Unknown,,0
WI,Alumni ,0-0,Female,,0
WI,Parent ,0-0,Male,,0
WI,Alumni ,21-30,Female,,0
MN,Alumni ,41-50,Female,Married,0
,Students ,51-60,Unknown,,0
WI,Alumni ,41-50,Unknown,,0
,Attended Didn't Graduate ,21-30,Female,,0
MN,Alumni ,0-0,Female,,0
MN,Alumni ,31-40,Female,Single,0
WI,Alumni ,61-70,Female,Single,0
TX,Alumni ,0-0,Unknown,,0
WI,Alumni ,0-0,Male,,0
WI,Alumni ,41-50,Female,,0
MN,Alumni ,41-50,Female,Single,0
MD,Alumni ,0-0,Male,Married,1
TX,Alumni ,0-0,Male,Married,1
,Students ,21-30,Female,,0
WI,Parent ,0-0,Male,Married,0
,Alumni ,0-0,Unknown,,0
,Attended Didn't Graduate ,0-0,Female,,0
WI,Alumni ,0-0,Male,,1
WI,Alumni ,0-0,Unknown,,0
WI,Alumni ,61-70,Female,Married,1
,Students ,0-20,Female,,0
WI,Alumni ,0-0,Male,Married,1
WI,Attended Didn't Graduate ,71-80,Male,Married,1
WI,Alumni ,0-0,Male,,0
WI,Alumni ,41-50,Female,Single,0
WI,Business ,0-0,,,1
AZ,Friend ,0-0,Male,,0
MN,Business ,0-0,,,0
MN,Alumni ,21-30,Female,,0
WI,Parent ,0-0,Unknown,Married,0
MN,Parent ,0-0,Unknown,Married,0
WI,Alumni ,21-30,Female,,0
WI,Former Parent ,0-0,Male,,0
MN,Alumni ,41-50,Male,Single,0
,Former Parent ,0-0,Female,,0
,Attended Didn't Graduate ,0-0,Female,,0
MN,Alumni ,41-50,Male,Single,0
,Friend ,0-0,Unknown,,0
MN,Business ,0-0,,,0
,Alumni ,0-0,Female,,0
WI,Business ,0-0,,,1
MN,Alumni ,41-50,Female,,0
GA,Business ,0-0,,,1
PA,Friend ,0-0,Female,,1
IA,Attended Didn't Graduate ,0-0,Female,,0
NC,Attended Didn't Graduate ,0-0,Female,,0
FL,Former Parent ,0-0,Male,Married,0
MN,Alumni ,61-70,Female,Married,0
WI,Alumni ,71-80,Female,Married,1
MN,Friend ,0-0,Male,Married,1
WI,Alumni ,21-30,Male,,0
WI,Former Parent ,0-0,Unknown,,0
,Attended Didn't Graduate ,21-30,Male,,0
WI,Parent ,0-0,Female,Married,0
WI,Parent ,0-0,Male,Married,0
CO,Friend ,0-0,Male,Married,1
MN,Alumni ,21-30,Male,,1
,Attended Didn't Graduate ,0-0,Female,,0
MN,Alumni ,21-30,Female,,0
FL,Alumni ,41-50,Male,Single,0
WI,Alumni ,41-50,Male,Single,0
WI,Alumni ,0-0,Unknown,,0
WI,Alumni ,41-50,Female,,0
,Faculty/Staff ,0-0,Unknown,,0
,Students ,41-50,Unknown,,0
,Attended Didn't Graduate ,0-0,Male,,0
CA,Friend ,0-0,Female,,1
WI,Former Parent ,0-0,Female,,0
MN,Alumni ,51-60,Female,,1
WI,Friend ,0-0,Male,,0
,Students ,21-30,Female,,0
,Friend ,0-0,Unknown,,0
MN,Attended Didn't Graduate ,21-30,Female,,0
,Students ,0-20,Female,,0
MN,Alumni ,31-40,Female,,0
,Attended Didn't Graduate ,41-50,Unknown,,0
WI,Alumni ,41-50,Female,Single,0
IL,Alumni ,0-0,Male,,1
WI,Retired Faculty/Staff ,0-0,Female,,1
FL,Alumni ,71-80,Female,Married,0
,Students ,21-30,Female,,0
,Alumni ,0-0,Female,,0
WI,Faculty/Staff ,0-0,Male,Married,0
,Students ,21-30,Female,,0
WI,Friend ,0-0,Male,,1
WI,Alumni ,21-30,Female,,0
WI,Alumni ,71-80,Male,Married,0
WI,Friend ,0-0,Male,,0
WI,Alumni ,41-50,Male,Single,0
,Friend ,0-0,Male,,0
MN,Alumni ,0-0,Unknown,,0
WI,Attended Didn't Graduate ,31-40,Female,,0
CA,Former Parent ,0-0,Male,Married,0
CA,Attended Didn't Graduate ,0-0,Male,,1
MN,Attended Didn't Graduate ,0-0,Female,Married,0
TX,Alumni ,0-0,Male,Married,1
,Students ,0-20,Female,,0
WI,Parent ,0-0,Unknown,,0
MN,Alumni ,71-80,Female,Married,0
WI,Alumni ,61-70,Female,Married,1
,Attended Didn't Graduate ,0-0,Female,,0
WI,Alumni ,0-0,Female,,0
,Students ,21-30,Male,,0
MN,Parent ,0-0,Male,Married,1
MN,Former Parent ,0-0,Male,Married,0
TX,Alumni ,51-60,Female,,0
WI,Parent ,0-0,Male,Married,0
MN,Parent ,0-0,Male,Married,0
WI,Friend ,0-0,Male,,1
,Students ,21-30,Female,,0
LA,Alumni ,51-60,Female,,0
WI,Alumni ,21-30,Male,,0
,Students ,21-30,Female,,0
MN,Friend ,0-0,Female,,1
MN,Alumni ,51-60,Male,,0
MN,Former Parent ,0-0,Male,Married,0
MN,Parent ,0-0,Unknown,Married,0
WI,Alumni ,71-80,Female,,0
WI,Alumni ,41-50,Male,Single,1
MN,Alumni ,51-60,Male,,0
MI,Alumni ,0-0,Female,,0
WI,Alumni ,0-0,Male,,0
MN,Former Parent ,0-0,Female,,0
WI,Parent ,0-0,Unknown,Married,0
MN,Memorial Donor ,0-0,Male,,1
WI,Alumni ,41-50,Female,,1
MN,Alumni ,51-60,Male,Single,0
AZ,Friend ,0-0,Male,,0
MN,Friend ,0-0,Female,,0
MN,Parent ,0-0,Unknown,Married,0
IA,Attended Didn't Graduate ,71-80,Male,Married,0
MN,Parent ,0-0,Male,Married,0
WI,Attended Didn't Graduate ,0-0,Female,,0
MN,Alumni ,31-40,Female,,0
FL,Alumni ,71-80,Female,,0
WI,Alumni ,41-50,Female,,0
,Alumni ,0-0,Unknown,,0
WI,Former Parent ,0-0,Female,,0
MN,Friend ,0-0,Female,,0
MN,Alumni ,41-50,Female,,0
,Attended Didn't Graduate ,0-0,Female,,0
MN,Parent ,0-0,Female,Married,0
MN,Former Parent ,0-0,Male,Married,0
MN,Alumni ,51-60,Female,,0
,Attended Didn't Graduate ,21-30,Female,,0
,Students ,0-20,Female,,0
MN,Parent ,0-0,Unknown,Married,0
WI,Friend ,0-0,Male,Married,1
WI,Parent ,0-0,Unknown,Married,0
MN,Friend ,0-0,Female,,1
,Attended Didn't Graduate ,0-0,Unknown,,0
WI,Attended Didn't Graduate ,71-80,Male,Married,0
,Attended Didn't Graduate ,0-0,Unknown,,0
AZ,Alumni ,0-0,Female,Married,1
MN,Alumni ,71-80,Male,,0
WI,Friend ,0-0,Male,,0
MN,Alumni ,71-80,Male,Married,0
MN,Alumni ,41-50,Female,,0
CA,Alumni ,41-50,Male,Single,0
WI,Alumni ,41-50,Male,Single,0
WA,Friend ,0-0,Male,,0
MN,Alumni ,31-40,Female,Single,0
WI,Alumni ,41-50,Female,Single,0
MN,Alumni ,21-30,Male,,0
MN,Parent ,0-0,Male,Married,0
WI,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,0-0,Female,Married,1
WI,Alumni ,71-80,Female,Married,1
WI,Alumni ,71-80,Male,Married,1
WI,Alumni ,71-80,Female,,0
MN,Former Parent ,0-0,Female,Widowed,1
MN,Alumni ,51-60,Female,,0
MN,Alumni ,41-50,Female,,0
MN,Alumni ,51-60,Male,,0
FL,Alumni ,71-80,Male,,0
MN,Faculty/Staff ,0-0,Male,Married,1
WI,Alumni ,31-40,Female,Single,0
WI,Business ,0-0,,,1
WI,Alumni ,51-60,Female,Single,0
MN,Alumni ,0-0,Female,,0
MN,Alumni ,21-30,Female,,0
MN,Parent ,0-0,Unknown,,0
WI,Friend ,0-0,Male,,1
TX,Alumni ,0-0,Male,Married,0
,Attended Didn't Graduate ,31-40,Female,,0
OH,Alumni ,0-0,Unknown,,0
MN,Parent ,0-0,Unknown,,0
MN,Alumni ,51-60,Female,,0
MN,Attended Didn't Graduate ,0-0,Male,,0
MN,Alumni ,21-30,Unknown,,0
WI,Alumni ,0-0,Male,,0
WI,Alumni ,51-60,Female,Single,0
,Students ,0-0,Female,,0
WI,Alumni ,71-80,Female,Married,1
,Students ,21-30,Female,,0
WI,Alumni ,51-60,Female,Married,1
WI,Alumni ,21-30,Female,,0
MI,Former Parent ,0-0,Female,,0
,Friend ,0-0,Male,,0
MN,Alumni ,0-0,Male,,0
MN,Parent ,0-0,Female,Married,0
MN,Parent ,0-0,Male,Married,0
OR,Friend ,0-0,Female,,1
WI,Retired Faculty/Staff ,0-0,Female,,1
,Attended Didn't Graduate ,31-40,Unknown,,0
WI,Alumni ,71-80,Female,Married,0
WA,Friend ,0-0,Male,Married,1
MN,Parent ,0-0,Male,Married,0
OH,Business ,0-0,,,1
OH,Alumni ,41-50,Female,Married,0
TN,Alumni ,51-60,Male,Married,0
TN,Alumni ,51-60,Female,Married,0
WI,Parent ,0-0,Unknown,,0
WI,Friend ,0-0,Female,,0
WI,Alumni ,71-80,Male,Married,0
MN,Friend ,0-0,Male,,0
OH,Friend ,0-0,Male,Married,1
MN,Alumni ,71-80,Female,,0
MN,Friend ,0-0,Female,,0
WI,Alumni ,0-0,Female,Married,1
WI,Alumni ,0-0,Male,Married,1
MN,School ,0-0,,,0
,School ,0-0,,,0
MN,Business ,0-0,,,0
,School ,0-0,,,0
MN,Alumni ,51-60,Male,Married,0
WI,Alumni ,0-0,Male,,0
WI,Alumni ,51-60,Female,Married,0
,Business ,0-0,,,0
,Attended Didn't Graduate ,21-30,Female,,0
WI,Former Parent ,0-0,Male,,0
MN,Alumni ,41-50,Male,Single,0
MN,Alumni ,51-60,Female,,0
WI,Friend ,0-0,Male,,0
,Parent ,0-0,Female,,0
MN,Alumni ,51-60,Male,Married,0
WI,Alumni ,51-60,Female,,0
WI,Alumni ,61-70,Female,Married,0
MN,Alumni ,0-0,Female,,1
PA,Alumni ,31-40,Female,,0
NC,Parent ,0-0,Male,,0
NV,Alumni ,Over 80,Female,,1
MN,Alumni ,41-50,Female,Single,0
WI,Alumni ,21-30,Male,,0
MN,Alumni ,21-30,Female,,0
MN,Former Parent ,0-0,Male,Married,0
,Students ,21-30,Female,,0
IA,Alumni ,31-40,Female,Single,0
MN,Business ,0-0,,,1
,Students ,0-20,Male,,0
,Attended Didn't Graduate ,0-0,Unknown,,0
AZ,Friend ,0-0,Male,,1
,Students ,0-0,Female,,0
WI,Attended Didn't Graduate ,0-0,Male,,0
MN,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,0-0,Unknown,Married,0
,Friend ,0-0,Female,,0
MN,Alumni ,61-70,Male,Single,1
MN,Alumni ,41-50,Male,Married,0
MN,Alumni ,31-40,Female,Married,0
,Students ,21-30,Female,,0
,Attended Didn't Graduate ,0-0,Unknown,,0
WI,Alumni ,21-30,Female,,0
,Attended Didn't Graduate ,0-0,Female,,0
,Parent ,0-0,Female,,0
MN,Alumni ,0-0,Female,,0
FL,Alumni ,41-50,Male,Single,0
,Alumni ,31-40,Female,,0
MI,Friend ,0-0,Male,,0
TX,Attended Didn't Graduate ,0-0,Female,,1
WI,Alumni ,0-0,Male,Married,1
MN,Alumni ,61-70,Female,,1
AL,Friend ,0-0,Male,,1
WI,Alumni ,51-60,Female,,1
MN,Alumni ,61-70,Female,Married,1
MN,Alumni ,0-0,Female,Widowed,1
MN,Alumni ,0-0,Male,Married,1
MN,Business ,0-0,,,1
WI,Alumni ,41-50,Male,Married,1
MI,Alumni ,41-50,Female,Single,0
WI,Alumni ,0-0,Female,,1
GA,Alumni ,51-60,Male,,0
FL,Alumni ,0-0,Male,,0
WI,Alumni ,71-80,Male,Married,0
MI,Alumni ,0-0,Male,Married,0
WI,Alumni ,0-0,Male,Married,0
WI,Former Parent ,0-0,Male,Married,0
,Attended Didn't Graduate ,0-0,Female,,0
,Alumni ,0-0,Unknown,,0
AZ,Friend ,0-0,Male,Married,0
WI,Alumni ,31-40,Female,,0
WI,Alumni ,0-0,Female,Married,0
IL,Alumni ,0-0,Male,Married,1
,Students ,0-20,Female,,0
WI,Parent ,0-0,Male,Married,0
WI,Friend ,0-0,Female,,1
MN,Parent ,0-0,Female,,0
,Students ,21-30,Unknown,,0
WI,Alumni ,0-0,Male,,0
MN,Friend ,0-0,Female,,1
,Students ,21-30,Female,,0
MN,Parent ,0-0,Female,,0
MN,Parent ,0-0,Female,Married,0
ND,Alumni ,31-40,Female,Single,0
WI,Alumni ,31-40,Male,Married,1
MN,Alumni ,41-50,Female,,0
MN,Friend ,0-0,Female,,1
WI,Alumni ,31-40,Female,Married,1
MN,Friend ,0-0,Female,,1
MN,Alumni ,51-60,Female,,0
MN,Alumni ,0-0,Unknown,,0
MN,Alumni ,31-40,Male,Single,0
WY,Alumni ,51-60,Female,,1
,Attended Didn't Graduate ,0-0,Female,,0
NC,Friend ,0-0,Female,,0
MN,Alumni ,61-70,Female,Married,1
TX,Attended Didn't Graduate ,0-0,Male,Married,1
,Students ,21-30,Male,,0
MO,Attended Didn't Graduate ,21-30,Unknown,,0
MO,Alumni ,31-40,Male,Married,0
MO,Former Parent ,0-0,Female,Married,0
WI,Alumni ,41-50,Female,Married,0
AZ,Friend ,0-0,Male,,1
MO,Former Parent ,0-0,Male,Married,0
WI,Alumni ,0-0,Male,,0
FL,Alumni ,71-80,Female,,1
PA,Friend ,0-0,Male,,0
AZ,Friend ,0-0,Male,,0
MN,Alumni ,51-60,Male,,0
AZ,Friend ,0-0,Female,,1
MI,Alumni ,31-40,Male,Single,0
WI,Alumni ,21-30,Male,,0
PA,Alumni ,0-0,Female,Married,1
MN,Friend ,0-0,Unknown,,1
WI,Alumni ,0-0,Female,Married,1
,Alumni ,0-0,Unknown,,0
WI,Alumni ,51-60,Female,,0
MN,Alumni ,41-50,Female,Single,0
WI,Alumni ,51-60,Male,Married,1
WI,Alumni ,0-0,Female,Widowed,0
MN,Alumni ,51-60,Male,,0
MN,Attended Didn't Graduate ,21-30,Unknown,,0
MN,Former Parent ,0-0,Male,Married,0
WI,Alumni ,41-50,Female,Married,0
MN,Parent ,0-0,Female,,0
CA,Alumni ,51-60,Male,Married,0
WI,Alumni ,0-0,Male,,0
WI,Alumni ,0-0,Female,,0
WI,Alumni ,41-50,Female,Single,0
WI,Friend ,0-0,Female,,0
,Attended Didn't Graduate ,0-0,Female,,0
IA,Friend ,0-0,Male,Married,1
PA,Alumni ,0-0,Female,Married,0
WI,Parent ,0-0,Male,Married,0
WI,Alumni ,0-0,Female,,1
WI,Friend ,0-0,Male,Married,1
MN,Friend ,0-0,Female,,1
WI,Alumni ,0-0,Male,Married,0
PA,Alumni ,0-0,Male,Married,1
IA,Alumni ,0-0,Female,Married,1
WI,Friend ,0-0,Female,Married,1
,Parent ,0-0,Unknown,,0
,Attended Didn't Graduate ,0-0,Female,,0
,Students ,21-30,Unknown,,0
VA,Parent ,0-0,Unknown,,0
,Attended Didn't Graduate ,21-30,Male,,0
ND,Alumni ,41-50,Female,Single,0
WI,Alumni ,21-30,Unknown,,0
MN,Alumni ,41-50,Male,,0
WI,Alumni ,61-70,Male,Married,0
WI,Alumni ,21-30,Male,,0
,Students ,21-30,Male,,0
MI,Alumni ,0-0,Male,,0
WI,Alumni ,51-60,Female,Married,0
IL,Parent ,0-0,Unknown,,0
WI,Parent ,0-0,Male,,0
WI,Parent ,0-0,Female,Married,0
MN,Alumni ,51-60,Male,,0
AZ,Alumni ,31-40,Female,,0
MN,Friend ,0-0,Unknown,,1
,Parent ,0-0,Female,,0
WI,Alumni ,0-0,Female,Married,0
WI,Alumni ,0-0,Female,Married,0
PA,Alumni ,51-60,Female,,1
WI,Friend ,0-0,Female,,0
MN,Alumni ,71-80,Female,Married,1
WI,Alumni ,51-60,Female,Married,0
WI,Parent ,0-0,Unknown,,0
MN,Parent ,0-0,Unknown,,0
WI,Attended Didn't Graduate ,0-0,Male,Married,0
MN,Alumni ,21-30,Male,,0
WI,Former Parent ,0-0,Unknown,Married,0
WI,Alumni ,21-30,Unknown,,0
ND,Alumni ,0-0,Female,Widowed,1
,Alumni ,Over 80,Unknown,,0
WI,Parent ,0-0,Female,,0
IA,Alumni ,51-60,Female,,0
WI,Alumni ,61-70,Female,Married,1
MN,Alumni ,0-0,Male,Married,1
MN,Alumni ,31-40,Female,Single,0
MN,Business ,0-0,,,0
MN,Alumni ,41-50,Male,Single,1
MN,Alumni ,31-40,Male,,0
,Faculty/Staff ,0-0,Female,,0
WA,Alumni ,0-0,Male,,0
WI,Alumni ,71-80,Female,Married,0
CA,Friend ,0-0,Female,,0
MN,Alumni ,61-70,Male,Married,0
MN,Former Parent ,0-0,Unknown,Married,0
MN,Alumni ,41-50,Female,,0
WI,Alumni ,21-30,Female,,0
MN,Alumni ,21-30,Male,,0
MN,Alumni ,31-40,Male,Single,0
MN,Alumni ,31-40,Unknown,,0
MN,Parent ,0-0,Female,,0
MN,Former Parent ,0-0,Female,,0
MN,Friend ,0-0,Female,Married,1
,Students ,21-30,Unknown,,0
MN,Alumni ,51-60,Female,Married,0
MN,Parent ,0-0,Male,Married,1
MN,Alumni ,21-30,Female,,0
MN,Friend ,0-0,Male,Married,1
MN,Alumni ,41-50,Male,Single,0
,Students ,31-40,Female,,0
,Attended Didn't Graduate ,0-0,Female,,0
WI,Alumni ,0-0,Male,,0
,Attended Didn't Graduate ,0-0,Unknown,,0
IL,Alumni ,21-30,Female,,0
TX,Alumni ,51-60,Female,Single,0
,Attended Didn't Graduate ,0-0,Female,,0
WI,Former Parent ,0-0,Male,Married,0
WI,Friend ,0-0,Male,,0
MN,Alumni ,0-0,Female,,0
MI,Alumni ,21-30,Male,,0
MN,Alumni ,61-70,Female,Single,0
MN,Friend ,0-0,Female,,0
KY,Alumni ,31-40,Female,,0
WI,Friend ,0-0,Female,,0
MN,Alumni ,0-0,Male,Married,1
MI,Parent ,0-0,Male,Married,0
MN,Alumni ,0-0,Female,Married,0
WI,Alumni ,21-30,Male,,0
,Alumni ,Over 80,Female,,0
MN,Alumni ,21-30,Unknown,,0
OK,Alumni ,0-0,Male,,0
WI,Attended Didn't Graduate ,71-80,Male,,0
,Alumni ,0-0,Female,,0
WI,Alumni ,61-70,Male,Married,1
,Alumni ,0-0,Unknown,,0
WI,Alumni ,0-0,Unknown,,0
WI,Alumni ,51-60,Female,Married,0
KY,Parent ,0-0,Male,Married,0
WI,Alumni ,61-70,Female,Married,1
WI,Former Parent ,0-0,Male,Married,0
WI,Parent ,0-0,Unknown,Married,0
WI,Alumni ,31-40,Male,,0
WI,Alumni ,0-0,Male,,0
NV,Alumni ,0-0,Female,Married,0
WI,Alumni ,0-0,Female,,0
WI,Alumni ,0-0,Male,Married,0
NV,Alumni ,0-0,Male,Married,0
MN,Alumni ,51-60,Female,Single,0
IL,Parent ,0-0,Male,,0
WI,Alumni ,31-40,Female,,0
WI,Alumni ,0-0,Male,,0
WA,Alumni ,51-60,Male,,0
IL,Attended Didn't Graduate ,71-80,Female,,0
MN,Business ,0-0,,,1
WI,Alumni ,0-0,Female,,0
,Alumni ,0-0,Unknown,,0
IA,Alumni ,41-50,Female,Single,0
WI,Parent ,0-0,Unknown,Married,0
MN,Friend ,0-0,Female,Married,1
MN,Parent ,0-0,Male,Married,0
,Students ,21-30,Female,,0
,Alumni ,0-0,Unknown,,0
MN,Former Parent ,0-0,Male,Married,0
MN,Attended Didn't Graduate ,0-0,Male,,0
NY,Alumni ,0-0,Female,Widowed,0
KS,Friend ,0-0,Male,,0
MN,Attended Didn't Graduate ,0-0,Female,,0
WI,Friend ,0-0,Female,,1
WI,Parent ,0-0,Male,Married,0
,Students ,21-30,Female,,0
WI,Former Parent ,0-0,Female,,0
WI,Business ,0-0,,,0
WI,Friend ,0-0,Female,,0
MN,Business ,0-0,,,1
KS,Business ,0-0,,,0
WI,Business ,0-0,,,1
WI,Foundation ,0-0,,,0
MN,Business ,0-0,,,1
MN,Attended Didn't Graduate ,0-0,Male,,0
WI,Former Parent ,0-0,Male,,0
MN,Parent ,0-0,Unknown,,0
,Students ,0-20,Female,,0
WI,Alumni ,41-50,Female,,0
MN,Alumni ,31-40,Female,Single,0
MN,Alumni ,31-40,Female,,0
,Attended Didn't Graduate ,31-40,Unknown,,0
WI,Alumni ,51-60,Female,,0
MN,Friend ,0-0,Female,,0
FL,Alumni ,61-70,Female,Single,0
MN,Friend ,0-0,Male,,1
MN,Alumni ,31-40,Male,Single,0
CA,Alumni ,31-40,Male,,0
WI,Business ,0-0,,,1
MN,Attended Didn't Graduate ,0-0,Female,Married,0
,Students ,21-30,Female,,0
MN,Alumni ,0-0,Male,,0
MN,Alumni ,21-30,Female,,0
WI,Parent ,0-0,Unknown,Married,0
,Students ,21-30,Unknown,,0
,Alumni ,0-0,Unknown,,0
CA,Foundation ,0-0,,,0
MN,Alumni ,31-40,Female,,0
IL,Attended Didn't Graduate ,Over 80,Male,,0
MI,Friend ,0-0,Female,,0
,Alumni ,61-70,Male,Married,0
WI,Alumni ,31-40,Female,,0
MN,Alumni ,0-0,Male,,0
MN,Alumni ,31-40,Unknown,,0
WI,Parent ,0-0,Male,Married,1
WI,Alumni ,21-30,Male,,0
WI,Alumni ,61-70,Male,Married,0
CO,Alumni ,71-80,Female,,0
TX,Alumni ,51-60,Female,,0
MN,Alumni ,41-50,Female,,0
WI,Alumni ,61-70,Male,Married,0
MN,Memorial Donor ,0-0,Female,,1
WI,Alumni ,51-60,Female,,0
MN,Alumni ,0-0,Male,,0
WI,Alumni ,51-60,Female,Married,1
MN,Parent ,0-0,Unknown,,0
MN,Alumni ,0-0,Male,Widowed,1
WI,Business ,0-0,,,1
MN,Alumni ,41-50,Female,,0
CA,Alumni ,61-70,Female,Married,0
WI,Alumni ,31-40,Female,Single,0
WI,Alumni ,41-50,Unknown,,0
,Alumni ,0-0,Female,,0
WI,Alumni ,0-0,Male,Married,1
WI,Friend ,0-0,Female,,1
WI,Friend ,0-0,Female,,0
MN,Alumni ,31-40,Female,,0
CA,Friend ,0-0,Male,,0
CA,Alumni ,71-80,Female,Married,1
MN,Alumni ,51-60,Male,Married,1
,Attended Didn't Graduate ,0-0,Female,,0
WI,Friend ,0-0,Female,,1
,Alumni ,0-0,Female,,0
WI,Attended Didn't Graduate ,0-0,Male,,1
,Attended Didn't Graduate ,41-50,Unknown,,0
GA,Alumni ,71-80,Male,Married,1
WI,Alumni ,41-50,Male,,0
AK,Parent ,0-0,Unknown,Married,0
MN,Alumni ,31-40,Female,Single,0
MN,Alumni ,21-30,Female,,0
CA,Alumni ,71-80,Male,Married,1
MN,Alumni ,31-40,Female,,0
WI,Alumni ,0-0,Male,,0
MN,Friend ,0-0,Male,Married,1
,Parent ,0-0,Male,Married,0
WI,Friend ,0-0,Male,Married,1
FL,Parent ,0-0,Unknown,Married,0
,Attended Didn't Graduate ,41-50,Unknown,,0
,Students ,41-50,Female,,0
,Former Faculty & Staff ,0-0,Male,,0
WI,Friend ,0-0,Female,,1
IA,Alumni ,0-0,Male,,0
MN,Alumni ,0-0,Male,,0
MN,Alumni ,31-40,Female,Single,0
IL,Alumni ,0-0,Male,,0
WI,Alumni ,61-70,Male,,0
OR,Alumni ,31-40,Male,Single,0
MN,Friend ,0-0,Female,,0
WI,Alumni ,Over 80,Female,,0
WI,Attended Didn't Graduate ,0-0,Male,,0
,Parent ,0-0,Male,,0
WI,Alumni ,41-50,Female,Single,0
,Students ,21-30,Male,,0
CA,Alumni ,51-60,Male,,0
FL,Attended Didn't Graduate ,0-0,Male,,0
MN,Former Parent ,0-0,Male,Married,0
WI,Alumni ,61-70,Male,Married,1
MN,Alumni ,41-50,Male,Single,0
,Attended Didn't Graduate ,0-0,Male,,0
MN,Parent ,0-0,Male,,0
FL,Friend ,0-0,Female,,1
WI,Friend ,0-0,Male,Married,1
MI,Parent ,0-0,Female,,0
WI,Alumni ,31-40,Female,,0
MN,Friend ,0-0,Male,,1
WI,Alumni ,51-60,Female,Married,1
NJ,Parent ,0-0,Female,,0
WI,Alumni ,0-0,Male,,0
IL,Alumni ,41-50,Male,Married,0
WI,Alumni ,0-0,Male,Married,1
IL,Attended Didn't Graduate ,0-0,Female,,0
WI,Former Faculty & Staff ,0-0,Female,,0
WI,Alumni ,0-0,Female,Married,1
MN,Former Parent ,0-0,Male,Married,0
,Attended Didn't Graduate ,21-30,Female,,0
WI,Alumni ,0-0,Female,,0
WI,Former Faculty & Staff ,0-0,Female,,0
,Attended Didn't Graduate ,0-0,Female,,0
MN,Alumni ,0-0,Female,,1
MI,Alumni ,0-0,Male,,0
WI,Alumni ,51-60,Male,,1
,Students ,21-30,Female,,0
PA,Attended Didn't Graduate ,71-80,Male,,0
MN,Friend ,0-0,Female,,0
TX,Alumni ,51-60,Female,Married,0
,Students ,21-30,Unknown,,0
WI,Alumni ,41-50,Female,Single,0
MN,Parent ,0-0,Male,Married,0
WI,Attended Didn't Graduate ,0-0,Male,,0
MN,Friend ,0-0,Female,,1
CA,Alumni ,0-0,Female,,0
